collected_at,feed_timestamp,trip_id,route_id,direction_id,stop_id,stop_sequence,arrival_delay
2026-05-20T00:12:54+00:00,1779235919,562520030,100001,1,2244,18,5
2026-05-20T00:12:54+00:00,1779235919,562520030,100001,1,2220,19,20
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2010,1,-1017
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2020,2,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2030,3,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2050,4,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2060,5,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2070,6,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2080,7,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2090,8,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2100,9,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2110,10,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2120,11,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2130,12,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2140,13,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2150,14,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2672,15,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2180,16,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2200,17,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2244,18,11
2026-05-20T00:12:54+00:00,1779235919,562520130,100001,1,2220,19,11
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2010,1,-1424
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2020,2,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2030,3,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2050,4,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2060,5,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2070,6,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2080,7,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2090,8,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2100,9,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2110,10,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2120,11,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2130,12,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2140,13,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2150,14,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2672,15,0
2026-05-20T00:12:54+00:00,1779235919,562520140,100001,1,2180,16,0
